Instrument,Revenue
DE,19204200000
DE,19204200000
DE,19204200000
DE,19204200000
DE,21190800000
DE,21190800000
DE,21190800000
DE,21190800000
DE,22147800000
DE,22147800000
DE,22147800000
DE,22147800000
DE,24082200000
DE,24082200000
DE,24082200000
DE,24082200000
DE,28437600000
DE,28437600000
DE,28437600000
DE,28437600000
DE,23103400000
DE,23103400000
DE,23103400000
DE,23103400000
DE,25994600000
DE,25994600000
DE,25994600000
DE,25994600000
DE,32001500000
DE,32001500000
DE,32001500000
DE,32001500000
DE,36143100000
DE,36143100000
DE,36143100000
DE,36143100000
DE,37795400000
DE,37795400000
DE,37795400000
DE,37795400000
DE,36066900000
DE,36066900000
DE,36066900000
DE,36066900000
DE,28862800000
DE,28862800000
DE,28862800000
DE,28862800000
DE,26644000000
DE,26644000000
DE,26644000000
DE,26644000000
DE,29737700000
DE,29737700000
DE,29737700000
DE,29737700000
DE,37354700000
DE,37354700000
DE,37354700000
DE,37354700000
DE,39281000000
DE,39281000000
DE,39281000000
DE,39281000000
DE,35540000000
DE,35540000000
DE,35540000000
DE,35540000000
DE,43932000000
DE,43932000000
DE,43932000000
DE,43932000000
DE,52179000000
DE,52179000000
DE,52179000000
DE,52179000000
DE,61218000000
DE,61218000000
DE,61218000000
DE,61218000000
