Instrument,TR.CompanyMarketCap,TR.PE,TR.Revenue
6326.T,18429901021.0949,16.905278124,14619536776.8195
6326.T,19743215946.8864,17.356756594,14619536776.8195
6326.T,19752914833.6191,17.323964562,14619536776.8195
6326.T,17007605715.0367,13.9947815,14619536776.8195
6326.T,19507074544.2775,16.050433727,14619536776.8195
6326.T,16993766169.7761,13.130465294,10347256857.8554
6326.T,16488396887.6513,11.861333337,10347256857.8554
6326.T,18594544349.4522,14.465692653,10347256857.8554
6326.T,17718895797.2961,16.283210161,10347256857.8554
6326.T,18620130631.8908,15.677397256,13656977838.6241
6326.T,20851611773.0307,18.669172375,13656977838.6241
6326.T,22572961223.6863,17.970789889,13656977838.6241
6326.T,24199667216.2243,18.566651169,13656977838.6241
6326.T,21623876248.7483,17.169788181,15541297594.7457
6326.T,19437566262.2266,16.000922417,15541297594.7457
6326.T,20962031752.5158,17.642183805,15541297594.7457
6326.T,17455446354.3352,14.576834903,15541297594.7457
6326.T,17786671555.1876,14.225459526,16888608981.3801
6326.T,20485487809.3993,15.132598444,16888608981.3801
6326.T,18462269616.7592,13.613178189,16888608981.3801
6326.T,19352522838.4714,13.672365757,16888608981.3801
6326.T,15681455526.3554,11.366008255,17678316913.728
6326.T,18186504525.2779,14.84731229,17678316913.728
6326.T,21731939576.7188,17.97124161,17678316913.728
6326.T,26369162356.7509,22.249122366,17678316913.728
6326.T,27506859652.1861,23.793786304,17950736148.7795
6326.T,24443493906.0486,17.028174999,17950736148.7795
6326.T,25948504404.5474,16.796986864,17950736148.7795
6326.T,26636800984.3646,17.262811105,17950736148.7795
6326.T,22720437993.901,15.909815182,19089033715.6761
6326.T,17924558733.0877,14.094377817,19089033715.6761
6326.T,16488965246.1761,14.747233955,19089033715.6761
6326.T,16505677974.0828,13.4409288192229,19089033715.6761
6326.T,17929231758.0691,15.263038502179,20417817100.1449
6326.T,17322085433.4395,14.285517887796,20417817100.1449
6326.T,17429483552.6213,13.5090697405725,20417817100.1449
6326.T,17705057285.0914,12.2600233994605,20417817100.1449
6326.T,18531900382.2686,11.8213988939653,21414369771.7283
6326.T,16461483575.8254,10.9423737636698,21414369771.7283
6326.T,16639815932.5024,9.17088308289056,21414369771.7283
