Instrument,Company Market Cap
PCAR.O,13981246999.0399
PCAR.O,12584689643.88
PCAR.O,11657424484.0
PCAR.O,11493134828.49
PCAR.O,11719984153.43
PCAR.O,11750360546.96
PCAR.O,13692209438.1599
PCAR.O,14215757296.46
PCAR.O,16115520319.8
PCAR.O,18222489299.8
PCAR.O,21621523015.68
PCAR.O,21191941325.5
PCAR.O,20066437471.92
PCAR.O,16431777539.9999
PCAR.O,15198776858.41
PCAR.O,13850762184.5999
PCAR.O,10373220000.0
PCAR.O,9355532900.0
PCAR.O,11777947668.75
PCAR.O,13700749534.56
PCAR.O,13184456595.57
PCAR.O,15784213250.3
PCAR.O,14548495619.6999
PCAR.O,17552224804.05
PCAR.O,20911942839.88
PCAR.O,19134490288.76
PCAR.O,18671809626.21
PCAR.O,12361758289.84
PCAR.O,13422399720.51
PCAR.O,16701615901.1099
PCAR.O,13978573288.31
PCAR.O,14147277303.6
PCAR.O,15960526627.32
PCAR.O,17880175265.92
PCAR.O,18980623195.34
PCAR.O,19709206000.0
PCAR.O,20963931000.0
PCAR.O,23920968000.0
PCAR.O,22285801000.0
PCAR.O,20179250000.0
PCAR.O,24157152000.0
PCAR.O,22393610545.46
PCAR.O,22639576406.04
PCAR.O,18518704245.18
PCAR.O,16753802644.8
PCAR.O,19223613425.46
PCAR.O,18178508029.5
PCAR.O,20604054120.58
PCAR.O,22399331616.8999
PCAR.O,23604329280.0
PCAR.O,23198504850.04
PCAR.O,25418574635.54
PCAR.O,24992451239.0
PCAR.O,23297506004.76
PCAR.O,21798260181.32
PCAR.O,23903544558.45
PCAR.O,19966727099.44
PCAR.O,23630413830.28
PCAR.O,24826132252.5
PCAR.O,24249304541.55
PCAR.O,27358603183.8
PCAR.O,21174949134.13
PCAR.O,25877658464.9999
PCAR.O,29519580238.72
PCAR.O,29890826116.56
PCAR.O,32255781505.32
PCAR.O,30983708432.25
PCAR.O,27398924096.64
PCAR.O,30641870527.98
PCAR.O,30619710212.51
PCAR.O,28629618000.0
PCAR.O,29107382000.0
PCAR.O,34418556897.75
PCAR.O,38254320000.0
PCAR.O,43732220000.0
PCAR.O,44448889176.9
PCAR.O,51078355971.3
PCAR.O,64919693056.4
PCAR.O,53955532211.24
PCAR.O,51730209789.68
